red,#ff2400,255,36,0
orange,#ff7f00,255,127,0
yellow,#ff0,255,255,0
green,#addfad,173,223,173
blue,#00f,0,0,255
purple,#7851a9,120,81,169
pink,#f6c,255,102,204
black,#000,0,0,0
brown,#a52a2a,165,42,42
white,#fff,255,255,255
gray,#bebebe,190,190,190
